,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
4936,Prescription Medication And/Or Counseling or Therapy,By Age,50 - 59 years,3.1,29,25.2,1.3500000000000014
4937,Prescription Medication And/Or Counseling or Therapy,By Age,60 - 69 years,3.1,29,22.7,1.4499999999999993
4938,Prescription Medication And/Or Counseling or Therapy,By Age,70 - 79 years,3.1,29,19.8,1.8000000000000007
4939,Prescription Medication And/Or Counseling or Therapy,By Age,80 years and above,3.1,29,17.6,4.200000000000001
4940,Prescription Medication And/Or Counseling or Therapy,By Sex,Male,3.1,29,18.8,0.8499999999999996
4941,Prescription Medication And/Or Counseling or Therapy,By Sex,Female,3.1,29,30.3,1.0
4942,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,17.1,0.7000000000000011
4943,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,42.4,1.3000000000000007
4944,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3.1,29,18.4,1.8499999999999996
4945,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.1,29,27.6,0.9000000000000004
4946,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.1,29,20.1,2.6499999999999986
4947,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.1,29,13.7,2.45
4948,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.1,29,30.6,3.6499999999999986
4949,Prescription Medication And/Or Counseling or Therapy,By Education,Less than a high school diploma,3.1,29,22.7,3.8499999999999996
4950,Prescription Medication And/Or Counseling or Therapy,By Education,High school diploma or GED,3.1,29,21.7,1.3500000000000014
4951,Prescription Medication And/Or Counseling or Therapy,By Education,Some college/Associate's degree,3.1,29,27.4,0.9499999999999993
4952,Prescription Medication And/Or Counseling or Therapy,By Education,Bachelor's degree or higher,3.1,29,25.5,0.8499999999999996
4953,Prescription Medication And/Or Counseling or Therapy,By Disability status,With disability,3.1,29,49.0,1.7999999999999972
4954,Prescription Medication And/Or Counseling or Therapy,By Disability status,Without disability,3.1,29,21.2,0.6999999999999993
4955,Prescription Medication And/Or Counseling or Therapy,By State,Alabama,3.1,29,28.1,4.900000000000002
4956,Prescription Medication And/Or Counseling or Therapy,By State,Alaska,3.1,29,24.1,4.449999999999999
4957,Prescription Medication And/Or Counseling or Therapy,By State,Arizona,3.1,29,21.3,2.4000000000000004
4958,Prescription Medication And/Or Counseling or Therapy,By State,Arkansas,3.1,29,28.8,6.0
4959,Prescription Medication And/Or Counseling or Therapy,By State,California,3.1,29,20.7,2.25
4960,Prescription Medication And/Or Counseling or Therapy,By State,Colorado,3.1,29,25.8,3.4000000000000004
4961,Prescription Medication And/Or Counseling or Therapy,By State,Connecticut,3.1,29,24.7,4.0
4962,Prescription Medication And/Or Counseling or Therapy,By State,Delaware,3.1,29,29.5,5.450000000000001
4963,Prescription Medication And/Or Counseling or Therapy,By State,District of Columbia,3.1,29,26.7,6.600000000000001
4964,Prescription Medication And/Or Counseling or Therapy,By State,Florida,3.1,29,22.0,2.700000000000001
4965,Prescription Medication And/Or Counseling or Therapy,By State,Georgia,3.1,29,25.6,4.449999999999999
4966,Prescription Medication And/Or Counseling or Therapy,By State,Hawaii,3.1,29,18.6,4.65
4967,Prescription Medication And/Or Counseling or Therapy,By State,Idaho,3.1,29,27.1,3.8000000000000007
4968,Prescription Medication And/Or Counseling or Therapy,By State,Illinois,3.1,29,26.0,4.1
4969,Prescription Medication And/Or Counseling or Therapy,By State,Indiana,3.1,29,26.5,3.950000000000001
4970,Prescription Medication And/Or Counseling or Therapy,By State,Iowa,3.1,29,24.8,4.15
4971,Prescription Medication And/Or Counseling or Therapy,By State,Kansas,3.1,29,24.8,3.75
4972,Prescription Medication And/Or Counseling or Therapy,By State,Kentucky,3.1,29,30.8,5.799999999999999
4973,Prescription Medication And/Or Counseling or Therapy,By State,Louisiana,3.1,29,30.1,4.900000000000002
4974,Prescription Medication And/Or Counseling or Therapy,By State,Maine,3.1,29,30.7,6.0
4975,Prescription Medication And/Or Counseling or Therapy,By State,Maryland,3.1,29,26.4,3.25
4976,Prescription Medication And/Or Counseling or Therapy,By State,Massachusetts,3.1,29,27.9,3.0500000000000007
4977,Prescription Medication And/Or Counseling or Therapy,By State,Michigan,3.1,29,27.4,2.8000000000000007
4978,Prescription Medication And/Or Counseling or Therapy,By State,Minnesota,3.1,29,22.9,3.0500000000000007
4979,Prescription Medication And/Or Counseling or Therapy,By State,Mississippi,3.1,29,24.7,4.550000000000001
4980,Prescription Medication And/Or Counseling or Therapy,By State,Missouri,3.1,29,29.1,3.5500000000000007
4981,Prescription Medication And/Or Counseling or Therapy,By State,Montana,3.1,29,24.8,5.200000000000001
4982,Prescription Medication And/Or Counseling or Therapy,By State,Nebraska,3.1,29,24.8,3.700000000000001
4983,Prescription Medication And/Or Counseling or Therapy,By State,Nevada,3.1,29,19.9,3.0999999999999996
4984,Prescription Medication And/Or Counseling or Therapy,By State,New Hampshire,3.1,29,27.4,3.3999999999999986
4985,Prescription Medication And/Or Counseling or Therapy,By State,New Jersey,3.1,29,20.4,2.9499999999999993
4986,Prescription Medication And/Or Counseling or Therapy,By State,New Mexico,3.1,29,22.6,3.5
4987,Prescription Medication And/Or Counseling or Therapy,By State,New York,3.1,29,24.6,4.199999999999999
4988,Prescription Medication And/Or Counseling or Therapy,By State,North Carolina,3.1,29,25.0,4.049999999999999
4989,Prescription Medication And/Or Counseling or Therapy,By State,North Dakota,3.1,29,25.1,4.4
4990,Prescription Medication And/Or Counseling or Therapy,By State,Ohio,3.1,29,29.0,5.000000000000002
4991,Prescription Medication And/Or Counseling or Therapy,By State,Oklahoma,3.1,29,29.1,3.5500000000000007
4992,Prescription Medication And/Or Counseling or Therapy,By State,Oregon,3.1,29,28.4,2.6500000000000004
4993,Prescription Medication And/Or Counseling or Therapy,By State,Pennsylvania,3.1,29,26.8,3.299999999999999
4994,Prescription Medication And/Or Counseling or Therapy,By State,Rhode Island,3.1,29,26.2,4.299999999999999
4995,Prescription Medication And/Or Counseling or Therapy,By State,South Carolina,3.1,29,22.0,4.649999999999999
4996,Prescription Medication And/Or Counseling or Therapy,By State,South Dakota,3.1,29,27.4,6.450000000000001
4997,Prescription Medication And/Or Counseling or Therapy,By State,Tennessee,3.1,29,26.5,4.0
4998,Prescription Medication And/Or Counseling or Therapy,By State,Texas,3.1,29,22.3,2.9000000000000004
4999,Prescription Medication And/Or Counseling or Therapy,By State,Utah,3.1,29,26.4,2.4499999999999993
5000,Prescription Medication And/Or Counseling or Therapy,By State,Vermont,3.1,29,31.1,5.499999999999998
5001,Prescription Medication And/Or Counseling or Therapy,By State,Virginia,3.1,29,25.7,3.1999999999999993
5002,Prescription Medication And/Or Counseling or Therapy,By State,Washington,3.1,29,26.9,2.75
5003,Prescription Medication And/Or Counseling or Therapy,By State,West Virginia,3.1,29,30.3,5.449999999999999
5004,Prescription Medication And/Or Counseling or Therapy,By State,Wisconsin,3.1,29,28.9,4.399999999999999
5005,Prescription Medication And/Or Counseling or Therapy,By State,Wyoming,3.1,29,21.3,5.4
5006,"No Treatment, Despite Individual's Need of Treatment",National Estimate,United States,3.1,29,9.8,0.4499999999999993
5007,"No Treatment, Despite Individual's Need of Treatment",By Age,18 - 29 years,3.1,29,18.3,1.8000000000000007
5008,"No Treatment, Despite Individual's Need of Treatment",By Age,30 - 39 years,3.1,29,14.3,1.1000000000000005
5009,"No Treatment, Despite Individual's Need of Treatment",By Age,40 - 49 years,3.1,29,10.9,0.9000000000000004
5010,"No Treatment, Despite Individual's Need of Treatment",By Age,50 - 59 years,3.1,29,8.5,0.8999999999999999
5011,"No Treatment, Despite Individual's Need of Treatment",By Age,60 - 69 years,3.1,29,4.8,0.6000000000000001
5012,"No Treatment, Despite Individual's Need of Treatment",By Age,70 - 79 years,3.1,29,2.7,0.5999999999999999
5014,"No Treatment, Despite Individual's Need of Treatment",By Sex,Male,3.1,29,7.5,0.7500000000000004
5015,"No Treatment, Despite Individual's Need of Treatment",By Sex,Female,3.1,29,11.8,0.5499999999999998
5016,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,3.2,0.30000000000000004
5017,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,24.8,1.1500000000000004
5018,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,Hispanic or Latino,3.1,29,9.3,1.0
5019,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.1,29,9.8,0.5
5020,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.1,29,10.9,2.25
5021,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.1,29,5.7,1.3499999999999996
5022,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.1,29,14.4,2.950000000000001
5023,"No Treatment, Despite Individual's Need of Treatment",By Education,Less than a high school diploma,3.1,29,11.4,4.250000000000001
5024,"No Treatment, Despite Individual's Need of Treatment",By Education,High school diploma or GED,3.1,29,7.8,1.0
5025,"No Treatment, Despite Individual's Need of Treatment",By Education,Some college/Associate's degree,3.1,29,11.8,0.5
5026,"No Treatment, Despite Individual's Need of Treatment",By Education,Bachelor's degree or higher,3.1,29,9.3,0.7000000000000002
5027,"No Treatment, Despite Individual's Need of Treatment",By Disability status,With disability,3.1,29,22.3,1.8000000000000007
5028,"No Treatment, Despite Individual's Need of Treatment",By Disability status,Without disability,3.1,29,7.9,0.4500000000000002
5029,"No Treatment, Despite Individual's Need of Treatment",By State,Alabama,3.1,29,12.0,3.1000000000000005
5030,"No Treatment, Despite Individual's Need of Treatment",By State,Alaska,3.1,29,11.6,2.5
5031,"No Treatment, Despite Individual's Need of Treatment",By State,Arizona,3.1,29,8.7,2.0
5032,"No Treatment, Despite Individual's Need of Treatment",By State,Arkansas,3.1,29,13.9,3.299999999999999
5033,"No Treatment, Despite Individual's Need of Treatment",By State,California,3.1,29,9.5,1.7000000000000002
5034,"No Treatment, Despite Individual's Need of Treatment",By State,Colorado,3.1,29,15.2,3.049999999999999
5035,"No Treatment, Despite Individual's Need of Treatment",By State,Connecticut,3.1,29,6.7,2.3500000000000005
5036,"No Treatment, Despite Individual's Need of Treatment",By State,Delaware,3.1,29,4.6,2.15
5037,"No Treatment, Despite Individual's Need of Treatment",By State,District of Columbia,3.1,29,14.5,7.249999999999999
5038,"No Treatment, Despite Individual's Need of Treatment",By State,Florida,3.1,29,11.4,2.7
5039,"No Treatment, Despite Individual's Need of Treatment",By State,Georgia,3.1,29,12.1,3.3
5040,"No Treatment, Despite Individual's Need of Treatment",By State,Hawaii,3.1,29,6.1,2.4000000000000004
5041,"No Treatment, Despite Individual's Need of Treatment",By State,Idaho,3.1,29,8.8,2.2499999999999996
5042,"No Treatment, Despite Individual's Need of Treatment",By State,Illinois,3.1,29,8.8,2.35
5043,"No Treatment, Despite Individual's Need of Treatment",By State,Indiana,3.1,29,9.6,2.2
5044,"No Treatment, Despite Individual's Need of Treatment",By State,Iowa,3.1,29,6.5,2.2
5045,"No Treatment, Despite Individual's Need of Treatment",By State,Kansas,3.1,29,11.5,3.2
5046,"No Treatment, Despite Individual's Need of Treatment",By State,Kentucky,3.1,29,9.8,3.1500000000000004
5047,"No Treatment, Despite Individual's Need of Treatment",By State,Louisiana,3.1,29,11.4,3.5
5048,"No Treatment, Despite Individual's Need of Treatment",By State,Maine,3.1,29,7.1,2.25
5049,"No Treatment, Despite Individual's Need of Treatment",By State,Maryland,3.1,29,9.8,2.2499999999999996
5050,"No Treatment, Despite Individual's Need of Treatment",By State,Massachusetts,3.1,29,8.6,1.9999999999999996
5051,"No Treatment, Despite Individual's Need of Treatment",By State,Michigan,3.1,29,10.6,3.1999999999999997
5052,"No Treatment, Despite Individual's Need of Treatment",By State,Minnesota,3.1,29,7.5,2.4
5053,"No Treatment, Despite Individual's Need of Treatment",By State,Mississippi,3.1,29,6.2,2.85
5054,"No Treatment, Despite Individual's Need of Treatment",By State,Missouri,3.1,29,13.2,3.5500000000000007
5055,"No Treatment, Despite Individual's Need of Treatment",By State,Montana,3.1,29,9.6,4.8500000000000005
5056,"No Treatment, Despite Individual's Need of Treatment",By State,Nebraska,3.1,29,10.2,2.65
5057,"No Treatment, Despite Individual's Need of Treatment",By State,Nevada,3.1,29,6.9,2.05
5058,"No Treatment, Despite Individual's Need of Treatment",By State,New Hampshire,3.1,29,9.7,3.2
5059,"No Treatment, Despite Individual's Need of Treatment",By State,New Jersey,3.1,29,6.0,2.0000000000000004
5060,"No Treatment, Despite Individual's Need of Treatment",By State,New Mexico,3.1,29,12.3,2.6499999999999995
5061,"No Treatment, Despite Individual's Need of Treatment",By State,New York,3.1,29,7.9,2.6000000000000005
5062,"No Treatment, Despite Individual's Need of Treatment",By State,North Carolina,3.1,29,7.3,2.05
5063,"No Treatment, Despite Individual's Need of Treatment",By State,North Dakota,3.1,29,9.2,4.15
5064,"No Treatment, Despite Individual's Need of Treatment",By State,Ohio,3.1,29,8.4,2.0
5065,"No Treatment, Despite Individual's Need of Treatment",By State,Oklahoma,3.1,29,12.4,3.1500000000000004
5066,"No Treatment, Despite Individual's Need of Treatment",By State,Oregon,3.1,29,10.8,1.8500000000000005
5067,"No Treatment, Despite Individual's Need of Treatment",By State,Pennsylvania,3.1,29,9.0,2.1500000000000004
5068,"No Treatment, Despite Individual's Need of Treatment",By State,Rhode Island,3.1,29,8.5,2.7
5069,"No Treatment, Despite Individual's Need of Treatment",By State,South Carolina,3.1,29,9.4,3.25
5070,"No Treatment, Despite Individual's Need of Treatment",By State,South Dakota,3.1,29,6.3,2.5
5071,"No Treatment, Despite Individual's Need of Treatment",By State,Tennessee,3.1,29,11.0,2.8999999999999995
5072,"No Treatment, Despite Individual's Need of Treatment",By State,Texas,3.1,29,9.6,2.1500000000000004
5073,"No Treatment, Despite Individual's Need of Treatment",By State,Utah,3.1,29,12.1,2.3999999999999995
5074,"No Treatment, Despite Individual's Need of Treatment",By State,Vermont,3.1,29,14.7,6.05
5075,"No Treatment, Despite Individual's Need of Treatment",By State,Virginia,3.1,29,11.6,3.2
5076,"No Treatment, Despite Individual's Need of Treatment",By State,Washington,3.1,29,12.7,2.4000000000000004
5077,"No Treatment, Despite Individual's Need of Treatment",By State,West Virginia,3.1,29,7.7,3.3499999999999996
5078,"No Treatment, Despite Individual's Need of Treatment",By State,Wisconsin,3.1,29,8.2,2.5999999999999996
5079,"No Treatment, Despite Individual's Need of Treatment",By State,Wyoming,3.1,29,10.3,4.65
5080,Took Prescription Medication,National Estimate,United States,3.1,30,21.0,0.5500000000000007
5081,Took Prescription Medication,By Age,18 - 29 years,3.1,30,21.7,1.8500000000000014
5082,Took Prescription Medication,By Age,30 - 39 years,3.1,30,20.1,1.450000000000001
5083,Took Prescription Medication,By Age,40 - 49 years,3.1,30,20.5,1.25
5084,Took Prescription Medication,By Age,50 - 59 years,3.1,30,22.8,1.4000000000000004
